chapter,question,choice1,choice2,choice3,choice4,answer,explanation,explanation1,explanation2,explanation3,explanation4
3章：現在の生成AIの動向,【データ拡張技術】について、以下の選択肢から不適切なものを選べ。,データ圧縮によって保存容量を削減する技術,学習データの多様性を人工的に増やす手法,既存データに回転や反転などの変形処理を施す技術,人工的にデータセットを拡大する方法,1,データ拡張はデータの多様性を増やすものであり、圧縮は別の技術です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
3章：現在の生成AIの動向,【データの水増し】について、以下の選択肢から不適切なものを選べ。,データを削除してデータ量を減少させる手法,画像の回転や反転などを適用する技術,既存データに変形処理を加えて学習データを拡張する手法,データセットを人工的に増加させる方法,1,データの水増しはデータ量を増やす手法であり、削除して減少させるのは逆の操作となるため不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
3章：現在の生成AIの動向,【正規化】について、以下の選択肢から不適切なものを選べ。,モデルの複雑さを抑制する技術,各入力のスケールを統一する手法,データの値を一定の範囲に収める前処理技術,学習の安定性を向上させるデータ前処理,1,正規化はデータのスケール調整であり、モデルの複雑さを抑制する正則化とは異なるため、不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
3章：現在の生成AIの動向,【画像のリサイズ】について、以下の選択肢から不適切なものを選べ。,画像を削除する操作,画像サイズを目的に合わせて調整する技術,画像の寸法や解像度を変更する処理,画像の大きさを変更する基本処理,1,画像のリサイズは画像サイズを変更する処理であり、画像の削除は全く別の操作です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
3章：現在の生成AIの動向,【Claude】について、以下の選択肢から不適切なものを選べ。,画像生成専用のAIシステム,対話やコード生成などに優れたAIモデル,Anthropic社が開発した高性能な言語モデル,先進的な言語理解能力を有するモデル,1,Claudeは言語モデルであり、画像生成専用のシステムは不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
3章：現在の生成AIの動向,【偽情報（ディスインフォメーション）】について、以下の選択肢から不適切なものを選べ。,単純な誤解やミスによって生じた情報の誤り,特定目的のために誤った情報を流布する現象,意図的に作成・拡散される虚偽の情報,計画的に虚偽情報を広める現象,1,偽情報は意図的に作成・拡散されるものであり、単純な誤解は不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
3章：現在の生成AIの動向,【ディープフェイク】について、以下の選択肢から不適切なものを選べ。,単純な画像編集技術,非常にリアルな偽造映像や音声を生成する手法,深層学習を用いて人物の映像や音声を偽造する技術,人物の表情や声を高度に偽造する方法,1,ディープフェイクは深層学習により高度な偽造を実現する技術であり、単純な画像編集では実現できないため不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
4章：情報リテラシー・基本理念とAI社会原則,【ベーティング】について、以下の選択肢から不適切なものを選べ。,ウイルス対策ソフトの機能を提供する技術,USBなどを用いて攻撃対象にマルウェアを感染させる手法,人間の好奇心を利用し、USB等を通じてマルウェア感染を誘う攻撃手法,好奇心を狙った社会工学的攻撃手法,1,ベーティングは攻撃手法であり、ウイルス対策ソフトは防御技術であるため不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
4章：情報リテラシー・基本理念とAI社会原則,【プリテキスティング】について、以下の選択肢から不適切なものを選べ。,データ暗号化によって情報を保護する手法,架空のストーリーで機密情報を引き出す攻撃手法,偽の状況設定を用いて情報を詐取する手法,ソーシャルエンジニアリングの一形態,1,プリテキスティングは情報詐取の手法であり、データ暗号化は情報保護の技術であるため不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
4章：情報リテラシー・基本理念とAI社会原則,【個人情報保護委員会】について、以下の選択肢から不適切なものを選べ。,一般企業として個人情報を管理する組織,個人情報の適正な管理を監督する独立行政機関,個人情報保護法に基づく監督機関,プライバシー保護のための政府機関,1,個人情報保護委員会は政府の独立行政機関であり、一般企業としての管理は不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
4章：情報リテラシー・基本理念とAI社会原則,【AI社会原則】について、以下の選択肢から不適切なものを選べ。,プログラミングの具体的なコーディング規約,人間中心の価値観を重視するAIの指針,AIの開発・利用における倫理やプライバシー保護の原則,AI技術の健全な発展を促す基本原則,1,AI社会原則は倫理や価値観の指針であり、プログラミングの具体的なコーディング規約は不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
5章：テキスト生成AIのプロンプト制作と実例,【プロンプトエンジニアリング】について、以下の選択肢から不適切なものを選べ。,単なるプログラムコードを書く技術,プロンプトの工夫で期待する出力を得る技術,AIに望ましい結果を引き出すための入力テキスト設計技術,入力指示の効果的な設計により出力を最適化する手法,1,プロンプトエンジニアリングは、入力テキストの設計によりAIから望ましい出力を得る技術であり、プログラムコードを書くことは含まれません。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
5章：テキスト生成AIのプロンプト制作と実例,【Top-p】について、以下の選択肢から不適切なものを選べ。,プログラムの実行速度を決定するパラメータ,累積確率pに基づいて候補を絞る手法,生成時の出力多様性を制御する確率的サンプリングパラメータ,出力の創造性と一貫性のバランスを調整する指標,1,Top-pは生成出力の調整パラメータであり、実行速度の決定とは無関係です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
5章：テキスト生成AIのプロンプト制作と実例,【ハイパーパラメータ】について、以下の選択肢から不適切なものを選べ。,プログラムコードそのものに関する設定,外部から設定される学習プロセスの制御値,モデルの学習や推論時に設定される調整可能なパラメータ,学習率、層数、バッチサイズなどの値,1,ハイパーパラメータは、学習のための制御パラメータであり、プログラムコードそのものに関する設定は不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
5章：テキスト生成AIのプロンプト制作と実例,【プレトレーニング】について、以下の選択肢から不適切なものを選べ。,実際のタスクに取り組む直前の学習,タスク前に行われる事前学習プロセス,大規模データセットで基礎知識を事前学習する過程,モデルの初期知識を構築するための大規模学習,1,プレトレーニングはタスク前の事前学習であり、直前の学習（ファインチューニング）は含まれないため不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
5章：テキスト生成AIのプロンプト制作と実例,【n-gramモデル】について、以下の選択肢から不適切なものを選べ。,画像中のピクセル群の出現頻度を予測するモデル,過去n-1単語から次の単語の確率を計算する手法,連続するn個の単語の出現確率を用いて次の単語を予測するモデル,統計的手法で単語列の確率を算出するモデル,1,n-gramモデルは言語モデルであり、画像中のピクセル群の予測は不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
5章：テキスト生成AIのプロンプト制作と実例,【Temperature】について、以下の選択肢から不適切なものを選べ。,システムの動作温度を示す物理的な指標,出力の多様性と創造性のバランスを制御する指標,生成モデルの出力確率分布の平滑さを調整するパラメータ,生成テキストの予測性を調整するためのパラメータ,1,Temperatureは生成出力の調整パラメータであり、システムの動作温度とは無関係です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
5章：テキスト生成AIのプロンプト制作と実例,【ニューラル言語モデル】について、以下の選択肢から不適切なものを選べ。,統計的手法のみで構成される古典的な言語モデル,ディープラーニング技術を用いて自然言語を処理するモデル,ニューラルネットワークを基盤とした文脈や意味を学習するモデル,現代の言語理解を実現するニューラルベースのモデル,1,ニューラル言語モデルはニューラルネットワークを利用するものであり、統計的手法のみのモデルは不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
5章：テキスト生成AIのプロンプト制作と実例,【プロンプト】について、以下の選択肢から不適切なものを選べ。,プログラムの実装コードそのもの,タスクの意図を伝えるための文章,AIモデルに対して行いたいタスクを指示する入力テキスト,具体的な操作要求を含むテキスト,1,プロンプトは指示や質問を記述するものであり、プログラムの実装コードは不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
5章：テキスト生成AIのプロンプト制作と実例,【Few-Shotプロンプティング】について、以下の選択肢から不適切なものを選べ。,大量の例示を用いる手法,例示により望ましい出力形式を提示する方法,少数の具体例を示してAIの動作を誘導する手法,限られた例示でタスクの意図を伝える方法,1,Few-Shotプロンプティングは少数例示で行う手法であり、大量の例示はMany-Shotに該当するため不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
5章：テキスト生成AIのプロンプト制作と実例,【Zero-Shotプロンプティング】について、以下の選択肢から不適切なものを選べ。,大量の具体例を用いる手法,例示なしでAIに直接指示を与える方法,事前の例示なしで直接タスクを指示する手法,例示を行わずタスク要求を直接伝える方法,1,Zero-Shotプロンプティングは例示なしで指示する手法であり、大量例示は不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
5章：テキスト生成AIのプロンプト制作と実例,【Output Indicator】について、以下の選択肢から不適切なものを選べ。,入力データの形式を指定する指示子,出力結果の形式を明示するパラメータ,AIの出力形式やスタイルを指定する指示子,生成されるテキストの構造を制御する手法,1,Output Indicatorは出力に関する指示子であり、入力データの形式を指定するのは不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
5章：テキスト生成AIのプロンプト制作と実例,【Input Data】について、以下の選択肢から不適切なものを選べ。,生成された出力データ,モデルに与えられる生データ,AIモデルが処理するための具体的な入力情報,AIが解析するための入力情報,1,Input Dataは入力情報そのものであり、生成された出力データは含まれません。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
5章：テキスト生成AIのプロンプト制作と実例,【Context】について、以下の選択肢から不適切なものを選べ。,システムの内部設定情報,プロンプト理解を補完する補助情報,AIが応答を生成するために必要な背景情報や文脈,会話の流れを理解するための関連情報,1,Contextは背景情報や文脈を意味し、システム内部の設定情報は含まれないため不適切です。,③ 不適切。,② も正しいです。,① は正しいです。,④ は正しいです。
